0,0.00000005,0.0022,0,0.008,0.001,0.003,5.233E-07,0
0.07,5.02E-08,0.0022,0,0.008,0.001,0.003,5.232E-07,0
0.15,5.09E-08,0.0022,1E-10,0.008,0.001,0.003,5.231E-07,1E-10
0.22,5.22E-08,0.0022,1E-10,0.008,0.001,0.003,0.000000523,1E-10
0.3,5.41E-08,0.0022,1E-10,0.008,0.001,0.003,0.000000523,1E-10
0.38,5.64E-08,0.0022,1E-10,0.008,0.001,0.003,5.229E-07,2E-10
0.45,5.94E-08,0.0022,1E-10,0.008,0.001,0.003,5.228E-07,3E-10
0.53,6.29E-08,0.002199999,1E-10,0.008,0.001,0.003,5.227E-07,3E-10
0.6,6.69E-08,0.002199999,1E-10,0.008,0.001,0.003,5.226E-07,3E-10
0.67,7.14E-08,0.002199999,1E-10,0.008,0.001,0.003,5.226E-07,4E-10
0.75,7.65E-08,0.002199999,1E-10,0.008,0.001,0.003,5.225E-07,5E-10
0.82,8.21E-08,0.002199999,1E-10,0.008,0.001,0.003,5.223E-07,5E-10
0.9,8.83E-08,0.002199999,1E-10,0.008,0.000999999,0.003,5.222E-07,6E-10
0.97,0.000000095,0.002199999,1E-10,0.008,0.000999999,0.003,0.000000522,7E-10
1.05,1.022E-07,0.002199999,1E-10,0.008,0.000999999,0.003,5.219E-07,8E-10
1.12,1.099E-07,0.002199998,1E-10,0.008,0.000999999,0.003,5.217E-07,9E-10
1.2,1.182E-07,0.002199998,1E-10,0.008,0.000999999,0.003,5.215E-07,0.000000001
1.27,0.000000127,0.002199998,1E-10,0.007999999,0.000999999,0.003,5.213E-07,1.1E-09
1.35,1.363E-07,0.002199998,2E-10,0.007999999,0.000999999,0.003,5.211E-07,1.3E-09
1.43,1.462E-07,0.002199997,2E-10,0.007999999,0.000999999,0.003,5.209E-07,1.4E-09
1.5,1.566E-07,0.002199997,2E-10,0.007999999,0.000999998,0.003,5.206E-07,1.6E-09
1.57,1.675E-07,0.002199997,2E-10,0.007999999,0.000999998,0.003,5.203E-07,1.7E-09
1.65,1.789E-07,0.002199996,2E-10,0.007999999,0.000999998,0.003,5.201E-07,1.9E-09
1.72,1.909E-07,0.002199996,2E-10,0.007999999,0.000999998,0.003,5.198E-07,2.1E-09
1.8,2.035E-07,0.002199996,2E-10,0.007999999,0.000999998,0.003,5.195E-07,2.2E-09
1.88,2.165E-07,0.002199995,3E-10,0.007999999,0.000999998,0.003,5.192E-07,2.4E-09
1.95,2.301E-07,0.002199995,3E-10,0.007999999,0.000999997,0.003,5.188E-07,2.6E-09
2.02,2.442E-07,0.002199995,3E-10,0.007999999,0.000999997,0.003,5.185E-07,2.8E-09
2.1,2.588E-07,0.002199994,3E-10,0.007999999,0.000999997,0.003,5.181E-07,3.1E-09
2.17,0.000000274,0.002199994,3E-10,0.007999998,0.000999997,0.003,5.178E-07,3.3E-09
2.25,2.897E-07,0.002199993,3E-10,0.007999998,0.000999997,0.003,5.174E-07,3.5E-09
2.32,3.059E-07,0.002199993,4E-10,0.007999998,0.000999996,0.003,5.169E-07,3.8E-09
2.4,3.227E-07,0.002199992,4E-10,0.007999998,0.000999996,0.003,5.165E-07,0.000000004
2.48,3.399E-07,0.002199992,4E-10,0.007999998,0.000999996,0.003,0.000000516,4.3E-09
2.55,3.577E-07,0.002199991,4E-10,0.007999998,0.000999995,0.003,5.155E-07,4.6E-09
2.62,3.759E-07,0.002199991,4E-10,0.007999998,0.000999995,0.003,0.000000515,0.000000005
2.7,3.947E-07,0.00219999,5E-10,0.007999997,0.000999995,0.002999999,5.144E-07,5.3E-09
2.77,0.000000414,0.002199989,5E-10,0.007999997,0.000999994,0.002999999,5.138E-07,5.7E-09
2.85,4.338E-07,0.002199989,5E-10,0.007999997,0.000999994,0.002999999,5.131E-07,6.1E-09
2.92,4.541E-07,0.002199988,5E-10,0.007999997,0.000999994,0.002999999,5.125E-07,6.5E-09
3,4.749E-07,0.002199987,6E-10,0.007999997,0.000999993,0.002999999,5.118E-07,6.9E-09
3.07,4.963E-07,0.002199986,6E-10,0.007999996,0.000999993,0.002999999,5.111E-07,7.4E-09
3.15,5.181E-07,0.002199985,6E-10,0.007999996,0.000999992,0.002999999,5.103E-07,7.8E-09
3.23,5.405E-07,0.002199984,6E-10,0.007999996,0.000999992,0.002999999,5.095E-07,8.3E-09
3.3,5.634E-07,0.002199983,7E-10,0.007999996,0.000999991,0.002999999,5.087E-07,8.8E-09
3.38,5.868E-07,0.002199982,7E-10,0.007999995,0.000999991,0.002999999,5.079E-07,9.3E-09
3.45,6.107E-07,0.002199981,7E-10,0.007999995,0.00099999,0.002999999,0.000000507,9.9E-09
3.52,6.351E-07,0.00219998,8E-10,0.007999995,0.00099999,0.002999999,5.061E-07,1.05E-08
3.6,0.00000066,0.002199979,8E-10,0.007999995,0.000999989,0.002999999,5.051E-07,0.000000011
3.67,6.854E-07,0.002199978,8E-10,0.007999994,0.000999988,0.002999999,5.042E-07,1.16E-08
3.75,7.114E-07,0.002199977,8E-10,0.007999994,0.000999988,0.002999999,5.032E-07,1.23E-08
3.82,7.378E-07,0.002199976,9E-10,0.007999994,0.000999987,0.002999999,5.022E-07,1.29E-08
3.9,7.648E-07,0.002199975,9E-10,0.007999993,0.000999986,0.002999999,5.011E-07,1.36E-08
3.97,7.923E-07,0.002199973,9E-10,0.007999993,0.000999986,0.002999999,0.0000005,1.43E-08
4.05,8.203E-07,0.002199972,0.000000001,0.007999993,0.000999985,0.002999998,4.989E-07,0.000000015
4.12,8.488E-07,0.002199971,0.000000001,0.007999992,0.000999984,0.002999998,4.977E-07,1.57E-08
4.2,8.778E-07,0.002199969,0.000000001,0.007999992,0.000999983,0.002999998,4.965E-07,1.65E-08
4.27,9.073E-07,0.002199968,1.1E-09,0.007999991,0.000999983,0.002999998,4.953E-07,1.73E-08
4.35,9.374E-07,0.002199966,1.1E-09,0.007999991,0.000999982,0.002999998,0.000000494,1.81E-08
4.42,9.679E-07,0.002199965,1.1E-09,0.007999991,0.000999981,0.002999998,4.927E-07,1.89E-08
4.5,9.989E-07,0.002199963,1.2E-09,0.00799999,0.00099998,0.002999998,4.914E-07,1.98E-08
